Configuration,DB_Memory,MAS_Workers,Parallel_Jobs,Execution_Time,Model,Request_Size
Config_126,1750,34,60,6463.001565,CPF,16KB
Config_126,1750,34,60,6142.931473,CPF,16KB
Config_126,1750,34,60,6211.29916,CPF,16KB
Config_126,1750,34,60,5995.490447,CPF,16KB
Config_126,1750,34,60,6232.652105,CPF,16KB
Config_126,1750,34,60,6308.930954,CPF,16KB
Config_126,1750,34,60,6350.272265,CPF,16KB
Config_126,1750,34,60,5924.212734,CPF,16KB
Config_126,1750,34,60,5644.500306,CPF,16KB
Config_126,1750,34,60,5724.504268,CPF,16KB
Config_126,1750,34,60,6394.4292,CPF,16KB
Config_126,1750,34,60,6162.159177,CPF,16KB
Config_126,1750,34,60,5632.446457,CPF,16KB
Config_126,1750,34,60,6015.390836,CPF,16KB
Config_126,1750,34,60,5751.87893,CPF,16KB
Config_126,1750,34,60,6455.777207,CPF,16KB
Config_126,1750,34,60,5748.136521,CPF,16KB
Config_126,1750,34,60,5745.548955,CPF,16KB
Config_126,1750,34,60,6023.698949,CPF,16KB
Config_126,1750,34,60,5741.039903,CPF,16KB
Config_126,1750,34,60,6507.821945,CPF,16KB
Config_126,1750,34,60,5884.574658,CPF,16KB
Config_126,1750,34,60,6344.63474,CPF,16KB
Config_126,1750,34,60,5523.103778,CPF,16KB
Config_126,1750,34,60,5563.902631,CPF,16KB
Config_126,1750,34,60,6024.221056,CPF,16KB
Config_126,1750,34,60,5735.1442,CPF,16KB
Config_126,1750,34,60,6451.251244,CPF,16KB
Config_126,1750,34,60,5358.750264,CPF,16KB
Config_126,1750,34,60,6398.837649,CPF,16KB
Config_126,1750,34,60,6112.243575,CPF,16KB
Config_126,1750,34,60,5759.618061,CPF,16KB
Config_126,1750,34,60,5761.935709,CPF,16KB
Config_126,1750,34,60,5820.710754,CPF,16KB
Config_126,1750,34,60,5831.999036,CPF,16KB
Config_126,1750,34,60,6293.852683,CPF,16KB
Config_126,1750,34,60,6344.378715,CPF,16KB
Config_126,1750,34,60,5434.378417,CPF,16KB
Config_126,1750,34,60,5776.456132,CPF,16KB
Config_126,1750,34,60,6033.216379,CPF,16KB
Config_126,1750,34,60,6002.587814,CPF,16KB
Config_126,1750,34,60,6119.226778,CPF,16KB
Config_126,1750,34,60,6062.653263,CPF,16KB
Config_126,1750,34,60,5990.885317,CPF,16KB
Config_126,1750,34,60,5886.722223,CPF,16KB
Config_126,1750,34,60,6170.09282,CPF,16KB
Config_126,1750,34,60,6008.426827,CPF,16KB
Config_126,1750,34,60,6582.620131,CPF,16KB
Config_126,1750,34,60,6180.296998,CPF,16KB
Config_126,1750,34,60,5251.807496,CPF,16KB
Config_126,1750,34,60,5193.282463,CPF,16KB
Config_126,1750,34,60,6263.294793,CPF,16KB
Config_126,1750,34,60,6124.168346,CPF,16KB
Config_126,1750,34,60,5903.223999,CPF,16KB
Config_126,1750,34,60,5816.632981,CPF,16KB
Config_126,1750,34,60,6232.141704,CPF,16KB
Config_126,1750,34,60,6006.4152,CPF,16KB
Config_126,1750,34,60,6208.303405,CPF,16KB
Config_126,1750,34,60,5816.712334,CPF,16KB
Config_126,1750,34,60,6151.764557,CPF,16KB
Config_126,1750,34,60,6020.869402,CPF,16KB
Config_126,1750,34,60,6130.745391,CPF,16KB
Config_126,1750,34,60,5790.238768,CPF,16KB
Config_126,1750,34,60,5930.030592,CPF,16KB
Config_126,1750,34,60,5861.1757,CPF,16KB
Config_126,1750,34,60,6323.357596,CPF,16KB
Config_126,1750,34,60,5998.594688,CPF,16KB
Config_126,1750,34,60,6073.677055,CPF,16KB
Config_126,1750,34,60,5832.820872,CPF,16KB
Config_126,1750,34,60,5797.077868,CPF,16KB
Config_126,1750,34,60,5629.25117,CPF,16KB
Config_126,1750,34,60,6007.476378,CPF,16KB
Config_126,1750,34,60,6029.65143,CPF,16KB
Config_126,1750,34,60,5689.673413,CPF,16KB
Config_126,1750,34,60,5695.285896,CPF,16KB
Config_126,1750,34,60,5717.948883,CPF,16KB
Config_126,1750,34,60,5802.94955,CPF,16KB
Config_126,1750,34,60,5475.783293,CPF,16KB
Config_126,1750,34,60,6373.374702,CPF,16KB
Config_126,1750,34,60,5639.445252,CPF,16KB
Config_126,1750,34,60,5538.236599,CPF,16KB
Config_126,1750,34,60,6555.723709,CPF,16KB
Config_126,1750,34,60,6166.04148,CPF,16KB
Config_126,1750,34,60,5636.457639,CPF,16KB
Config_126,1750,34,60,5762.552833,CPF,16KB
Config_126,1750,34,60,5977.186876,CPF,16KB
Config_126,1750,34,60,5518.021642,CPF,16KB
Config_126,1750,34,60,5517.363705,CPF,16KB
Config_126,1750,34,60,5929.48223,CPF,16KB
Config_126,1750,34,60,5669.943411,CPF,16KB
Config_126,1750,34,60,6446.826001,CPF,16KB
Config_126,1750,34,60,5590.495937,CPF,16KB
Config_126,1750,34,60,5636.398319,CPF,16KB
Config_126,1750,34,60,5961.660331,CPF,16KB
Config_126,1750,34,60,6647.020084,CPF,16KB
Config_126,1750,34,60,6021.95078,CPF,16KB
Config_126,1750,34,60,5889.6802,CPF,16KB
Config_126,1750,34,60,6438.425288,CPF,16KB
Config_126,1750,34,60,6191.031607,CPF,16KB
Config_126,1750,34,60,6485.807428,CPF,16KB
Config_126,1750,34,60,6166.252923,CPF,16KB
Config_126,1750,34,60,6266.126925,CPF,16KB
Config_126,1750,34,60,5217.236328,CPF,16KB
Config_126,1750,34,60,5925.847108,CPF,16KB
Config_126,1750,34,60,5893.009117,CPF,16KB
Config_126,1750,34,60,6267.737681,CPF,16KB
Config_126,1750,34,60,5777.760525,CPF,16KB
Config_126,1750,34,60,6251.438491,CPF,16KB
Config_126,1750,34,60,6098.11265,CPF,16KB
Config_126,1750,34,60,6519.202479,CPF,16KB
Config_126,1750,34,60,5757.835801,CPF,16KB
Config_126,1750,34,60,5670.559958,CPF,16KB
Config_126,1750,34,60,5929.113647,CPF,16KB
Config_126,1750,34,60,5524.397878,CPF,16KB
Config_126,1750,34,60,6478.098078,CPF,16KB
Config_126,1750,34,60,6595.613513,CPF,16KB
Config_126,1750,34,60,6603.740278,CPF,16KB
Config_126,1750,34,60,5785.199784,CPF,16KB
Config_126,1750,34,60,6293.383923,CPF,16KB
Config_126,1750,34,60,5879.005493,CPF,16KB
Config_126,1750,34,60,5750.256947,CPF,16KB
Config_126,1750,34,60,6036.140242,CPF,16KB
Config_126,1750,34,60,5942.812537,CPF,16KB
Config_126,1750,34,60,6625.122961,CPF,16KB
Config_126,1750,34,60,5585.902565,CPF,16KB
Config_126,1750,34,60,5597.233068,CPF,16KB
Config_126,1750,34,60,6256.59362,CPF,16KB
Config_126,1750,34,60,5908.652391,CPF,16KB
Config_126,1750,34,60,6214.868834,CPF,16KB
Config_126,1750,34,60,5565.493802,CPF,16KB
Config_126,1750,34,60,5679.800054,CPF,16KB
Config_126,1750,34,60,6294.77545,CPF,16KB
Config_126,1750,34,60,5838.180284,CPF,16KB
Config_126,1750,34,60,5953.655956,CPF,16KB
Config_126,1750,34,60,6041.585194,CPF,16KB
Config_126,1750,34,60,5971.043573,CPF,16KB
Config_126,1750,34,60,5709.766829,CPF,16KB
Config_126,1750,34,60,5253.653101,CPF,16KB
Config_126,1750,34,60,5654.217643,CPF,16KB
Config_126,1750,34,60,5695.993561,CPF,16KB
Config_126,1750,34,60,6118.055228,CPF,16KB
Config_126,1750,34,60,6382.053372,CPF,16KB
Config_126,1750,34,60,6068.460345,CPF,16KB
Config_126,1750,34,60,6378.586977,CPF,16KB
Config_126,1750,34,60,6346.687785,CPF,16KB
Config_126,1750,34,60,5837.98101,CPF,16KB
Config_126,1750,34,60,6326.790378,CPF,16KB
Config_126,1750,34,60,6311.993645,CPF,16KB
Config_126,1750,34,60,5734.303553,CPF,16KB
Config_126,1750,34,60,5983.050323,CPF,16KB
Config_126,1750,34,60,5479.861854,CPF,16KB
Config_126,1750,34,60,6157.880639,CPF,16KB
Config_126,1750,34,60,5862.28524,CPF,16KB
Config_126,1750,34,60,6320.631799,CPF,16KB
Config_126,1750,34,60,5737.271297,CPF,16KB
Config_126,1750,34,60,6508.028031,CPF,16KB
Config_126,1750,34,60,6381.03312,CPF,16KB
Config_126,1750,34,60,6266.357565,CPF,16KB
Config_126,1750,34,60,6041.193084,CPF,16KB
Config_126,1750,34,60,5886.916883,CPF,16KB
Config_126,1750,34,60,6028.645349,CPF,16KB
Config_126,1750,34,60,6778.678601,CPF,16KB
Config_126,1750,34,60,5934.944979,CPF,16KB
Config_126,1750,34,60,6062.533694,CPF,16KB
Config_126,1750,34,60,6149.247223,CPF,16KB
Config_126,1750,34,60,5933.033651,CPF,16KB
Config_126,1750,34,60,5999.714762,CPF,16KB
Config_126,1750,34,60,5735.685493,CPF,16KB
Config_126,1750,34,60,6199.746197,CPF,16KB
Config_126,1750,34,60,6426.072399,CPF,16KB
Config_126,1750,34,60,6118.30387,CPF,16KB
Config_126,1750,34,60,5598.467164,CPF,16KB
Config_126,1750,34,60,6251.047677,CPF,16KB
Config_126,1750,34,60,5757.98429,CPF,16KB
Config_126,1750,34,60,5900.635838,CPF,16KB
Config_126,1750,34,60,5449.941299,CPF,16KB
Config_126,1750,34,60,5697.341044,CPF,16KB
Config_126,1750,34,60,5833.959588,CPF,16KB
Config_126,1750,34,60,5639.576745,CPF,16KB
Config_126,1750,34,60,5978.286458,CPF,16KB
Config_126,1750,34,60,6320.996143,CPF,16KB
Config_126,1750,34,60,6054.02965,CPF,16KB
Config_126,1750,34,60,5913.31381,CPF,16KB
Config_126,1750,34,60,5377.457972,CPF,16KB
Config_126,1750,34,60,5986.901492,CPF,16KB
Config_126,1750,34,60,6103.18813,CPF,16KB
Config_126,1750,34,60,6521.81661,CPF,16KB
Config_126,1750,34,60,6160.798561,CPF,16KB
Config_126,1750,34,60,5994.22258,CPF,16KB
Config_126,1750,34,60,6270.414033,CPF,16KB
Config_126,1750,34,60,5812.178256,CPF,16KB
Config_126,1750,34,60,6376.101636,CPF,16KB
Config_126,1750,34,60,6857.745903,CPF,16KB
Config_126,1750,34,60,6130.60228,CPF,16KB
Config_126,1750,34,60,5653.601638,CPF,16KB
Config_126,1750,34,60,6193.969238,CPF,16KB
Config_126,1750,34,60,5431.33426,CPF,16KB
Config_126,1750,34,60,5982.696594,CPF,16KB
Config_126,1750,34,60,6084.659445,CPF,16KB
Config_126,1750,34,60,5991.193107,CPF,16KB
Config_126,1750,34,60,6183.717918,CPF,16KB
Config_126,1750,34,60,5992.880785,CPF,16KB
Config_126,1750,34,60,6415.840189,CPF,16KB
Config_126,1750,34,60,6259.879948,CPF,16KB
Config_126,1750,34,60,6090.905453,CPF,16KB
Config_126,1750,34,60,5746.585249,CPF,16KB
Config_126,1750,34,60,5166.278854,CPF,16KB
Config_126,1750,34,60,6283.468977,CPF,16KB
Config_126,1750,34,60,6312.955796,CPF,16KB
Config_126,1750,34,60,6034.913496,CPF,16KB
Config_126,1750,34,60,5733.006554,CPF,16KB
Config_126,1750,34,60,5904.475671,CPF,16KB
Config_126,1750,34,60,5840.747731,CPF,16KB
Config_126,1750,34,60,6376.504789,CPF,16KB
Config_126,1750,34,60,6178.861468,CPF,16KB
Config_126,1750,34,60,6393.071146,CPF,16KB
Config_126,1750,34,60,6313.134289,CPF,16KB
Config_126,1750,34,60,5793.994116,CPF,16KB
Config_126,1750,34,60,5806.932039,CPF,16KB
Config_126,1750,34,60,6269.877519,CPF,16KB
Config_126,1750,34,60,6302.05631,CPF,16KB
Config_126,1750,34,60,6203.162449,CPF,16KB
Config_126,1750,34,60,6246.515074,CPF,16KB
Config_126,1750,34,60,5902.563038,CPF,16KB
Config_126,1750,34,60,6218.093431,CPF,16KB
Config_126,1750,34,60,5767.180919,CPF,16KB
Config_126,1750,34,60,5778.173544,CPF,16KB
Config_126,1750,34,60,6039.528735,CPF,16KB
Config_126,1750,34,60,5438.050563,CPF,16KB
Config_126,1750,34,60,5506.366062,CPF,16KB
Config_126,1750,34,60,6074.084269,CPF,16KB
Config_126,1750,34,60,5848.203608,CPF,16KB
Config_126,1750,34,60,5900.152947,CPF,16KB
Config_126,1750,34,60,5942.278193,CPF,16KB
Config_126,1750,34,60,6122.682362,CPF,16KB
Config_126,1750,34,60,6236.53023,CPF,16KB
Config_126,1750,34,60,5871.389165,CPF,16KB
Config_126,1750,34,60,5281.277393,CPF,16KB
Config_126,1750,34,60,6071.963252,CPF,16KB
Config_126,1750,34,60,5418.091407,CPF,16KB
Config_126,1750,34,60,6017.505192,CPF,16KB
Config_126,1750,34,60,6106.446915,CPF,16KB
Config_126,1750,34,60,6049.327294,CPF,16KB
Config_126,1750,34,60,6330.247727,CPF,16KB
Config_126,1750,34,60,5839.733909,CPF,16KB
Config_126,1750,34,60,6046.384468,CPF,16KB
Config_126,1750,34,60,6117.260627,CPF,16KB
Config_126,1750,34,60,6232.690083,CPF,16KB
Config_126,1750,34,60,6393.915628,CPF,16KB
Config_126,1750,34,60,5852.571966,CPF,16KB
Config_126,1750,34,60,6225.79193,CPF,16KB
Config_126,1750,34,60,6202.344514,CPF,16KB
Config_126,1750,34,60,5408.020213,CPF,16KB
Config_126,1750,34,60,5748.520793,CPF,16KB
Config_126,1750,34,60,5716.331367,CPF,16KB
Config_126,1750,34,60,6154.603658,CPF,16KB
Config_126,1750,34,60,6007.409317,CPF,16KB
Config_126,1750,34,60,5479.125405,CPF,16KB
Config_126,1750,34,60,5823.383375,CPF,16KB
Config_126,1750,34,60,5971.151095,CPF,16KB
Config_126,1750,34,60,6257.542436,CPF,16KB
Config_126,1750,34,60,6054.950822,CPF,16KB
Config_126,1750,34,60,6550.551246,CPF,16KB
Config_126,1750,34,60,5977.793788,CPF,16KB
Config_126,1750,34,60,5995.872777,CPF,16KB
Config_126,1750,34,60,5640.693401,CPF,16KB
Config_126,1750,34,60,5787.609133,CPF,16KB
Config_126,1750,34,60,5984.061846,CPF,16KB
Config_126,1750,34,60,5957.36479,CPF,16KB
Config_126,1750,34,60,5706.914046,CPF,16KB
Config_126,1750,34,60,6054.538473,CPF,16KB
Config_126,1750,34,60,6340.447254,CPF,16KB
Config_126,1750,34,60,6191.647751,CPF,16KB
Config_126,1750,34,60,5512.386558,CPF,16KB
Config_126,1750,34,60,5754.974917,CPF,16KB
Config_126,1750,34,60,6148.53919,CPF,16KB
Config_126,1750,34,60,5599.045308,CPF,16KB
Config_126,1750,34,60,6038.708254,CPF,16KB
Config_126,1750,34,60,6040.595133,CPF,16KB
Config_126,1750,34,60,5987.120812,CPF,16KB
Config_126,1750,34,60,6341.60749,CPF,16KB
Config_126,1750,34,60,6330.48512,CPF,16KB
Config_126,1750,34,60,6016.559932,CPF,16KB
Config_126,1750,34,60,6286.422086,CPF,16KB
Config_126,1750,34,60,6477.706171,CPF,16KB
Config_126,1750,34,60,5988.166755,CPF,16KB
Config_126,1750,34,60,5504.009827,CPF,16KB
Config_126,1750,34,60,6128.932448,CPF,16KB
Config_126,1750,34,60,6588.607059,CPF,16KB
Config_126,1750,34,60,6214.269714,CPF,16KB
Config_126,1750,34,60,6375.599438,CPF,16KB
Config_126,1750,34,60,5652.267429,CPF,16KB
Config_126,1750,34,60,6313.097537,CPF,16KB
Config_126,1750,34,60,5561.543276,CPF,16KB
Config_126,1750,34,60,6702.183133,CPF,16KB
Config_126,1750,34,60,5640.90274,CPF,16KB
Config_126,1750,34,60,5927.992123,CPF,16KB
Config_126,1750,34,60,5059.170944,CPF,16KB
Config_126,1750,34,60,5666.213036,CPF,16KB
Config_126,1750,34,60,6146.69982,CPF,16KB
Config_126,1750,34,60,5629.054922,CPF,16KB
Config_126,1750,34,60,6077.82105,CPF,16KB
Config_126,1750,34,60,5173.806233,CPF,16KB
Config_126,1750,34,60,5760.927067,CPF,16KB
Config_126,1750,34,60,6175.982085,CPF,16KB
Config_126,1750,34,60,5208.891423,CPF,16KB
Config_126,1750,34,60,5870.784091,CPF,16KB
Config_126,1750,34,60,6402.766925,CPF,16KB
Config_126,1750,34,60,6179.085846,CPF,16KB
Config_126,1750,34,60,5884.74787,CPF,16KB
Config_126,1750,34,60,6062.966967,CPF,16KB
Config_126,1750,34,60,5676.785585,CPF,16KB
Config_126,1750,34,60,6775.294745,CPF,16KB
Config_126,1750,34,60,6129.860239,CPF,16KB
Config_126,1750,34,60,5338.185827,CPF,16KB
Config_126,1750,34,60,5738.083233,CPF,16KB
Config_126,1750,34,60,5924.145701,CPF,16KB
Config_126,1750,34,60,6076.554951,CPF,16KB
Config_126,1750,34,60,6315.118566,CPF,16KB
Config_126,1750,34,60,5986.082537,CPF,16KB
Config_126,1750,34,60,5984.731446,CPF,16KB
Config_126,1750,34,60,5770.829471,CPF,16KB
Config_126,1750,34,60,5813.223789,CPF,16KB
Config_126,1750,34,60,6037.587562,CPF,16KB
Config_126,1750,34,60,6012.682113,CPF,16KB
Config_126,1750,34,60,6063.266,CPF,16KB
Config_126,1750,34,60,5969.741514,CPF,16KB
Config_126,1750,34,60,6347.595936,CPF,16KB
Config_126,1750,34,60,5868.298977,CPF,16KB
Config_126,1750,34,60,5578.389978,CPF,16KB
Config_126,1750,34,60,5601.998707,CPF,16KB
Config_126,1750,34,60,5860.552613,CPF,16KB
Config_126,1750,34,60,6533.988397,CPF,16KB
Config_126,1750,34,60,5850.424223,CPF,16KB
Config_126,1750,34,60,6218.593478,CPF,16KB
Config_126,1750,34,60,5945.759125,CPF,16KB
Config_126,1750,34,60,6554.662718,CPF,16KB
Config_126,1750,34,60,6014.998388,CPF,16KB
Config_126,1750,34,60,5656.612688,CPF,16KB
Config_126,1750,34,60,6284.704598,CPF,16KB
Config_126,1750,34,60,5623.143545,CPF,16KB
Config_126,1750,34,60,5833.357596,CPF,16KB
Config_126,1750,34,60,6374.924392,CPF,16KB
Config_126,1750,34,60,5892.35467,CPF,16KB
Config_126,1750,34,60,6349.983718,CPF,16KB
Config_126,1750,34,60,6772.45467,CPF,16KB
Config_126,1750,34,60,5978.856425,CPF,16KB
Config_126,1750,34,60,6019.488632,CPF,16KB
Config_126,1750,34,60,6043.790784,CPF,16KB
Config_126,1750,34,60,5806.694627,CPF,16KB
Config_126,1750,34,60,5789.558389,CPF,16KB
Config_126,1750,34,60,6219.078698,CPF,16KB
Config_126,1750,34,60,5817.717139,CPF,16KB
Config_126,1750,34,60,5800.557798,CPF,16KB
Config_126,1750,34,60,5768.496606,CPF,16KB
Config_126,1750,34,60,6276.213201,CPF,16KB
Config_126,1750,34,60,6350.500944,CPF,16KB
Config_126,1750,34,60,6189.099071,CPF,16KB
Config_126,1750,34,60,6395.794245,CPF,16KB
Config_126,1750,34,60,5807.045229,CPF,16KB
Config_126,1750,34,60,6306.031699,CPF,16KB
Config_126,1750,34,60,6027.733173,CPF,16KB
Config_126,1750,34,60,6243.84979,CPF,16KB
Config_126,1750,34,60,5910.594361,CPF,16KB
Config_126,1750,34,60,6158.080342,CPF,16KB
Config_126,1750,34,60,6069.904565,CPF,16KB
Config_126,1750,34,60,6206.034678,CPF,16KB
Config_126,1750,34,60,6196.319819,CPF,16KB
Config_126,1750,34,60,5987.56726,CPF,16KB
Config_126,1750,34,60,5816.078023,CPF,16KB
Config_126,1750,34,60,5872.888225,CPF,16KB
Config_126,1750,34,60,6285.127838,CPF,16KB
Config_126,1750,34,60,5988.467261,CPF,16KB
Config_126,1750,34,60,5725.73117,CPF,16KB
Config_126,1750,34,60,5692.098113,CPF,16KB
Config_126,1750,34,60,6321.332361,CPF,16KB
Config_126,1750,34,60,6503.587727,CPF,16KB
Config_126,1750,34,60,6140.537052,CPF,16KB
Config_126,1750,34,60,5722.382786,CPF,16KB
Config_126,1750,34,60,5712.196033,CPF,16KB
Config_126,1750,34,60,6016.388678,CPF,16KB
Config_126,1750,34,60,6428.286129,CPF,16KB
Config_126,1750,34,60,5808.737745,CPF,16KB
Config_126,1750,34,60,5783.417426,CPF,16KB
Config_126,1750,34,60,5703.878922,CPF,16KB
Config_126,1750,34,60,5773.017076,CPF,16KB
Config_126,1750,34,60,6132.042938,CPF,16KB
Config_126,1750,34,60,6447.477387,CPF,16KB
Config_126,1750,34,60,6075.437018,CPF,16KB
Config_126,1750,34,60,6150.155753,CPF,16KB
Config_126,1750,34,60,6402.600362,CPF,16KB
Config_126,1750,34,60,5986.99993,CPF,16KB
Config_126,1750,34,60,5763.832382,CPF,16KB
Config_126,1750,34,60,6132.64359,CPF,16KB
Config_126,1750,34,60,6134.68301,CPF,16KB
Config_126,1750,34,60,6269.299773,CPF,16KB
Config_126,1750,34,60,6104.375491,CPF,16KB
Config_126,1750,34,60,5904.821168,CPF,16KB
Config_126,1750,34,60,6313.058511,CPF,16KB
Config_126,1750,34,60,6437.264505,CPF,16KB
Config_126,1750,34,60,5820.343944,CPF,16KB
Config_126,1750,34,60,5941.993841,CPF,16KB
Config_126,1750,34,60,6146.024303,CPF,16KB
Config_126,1750,34,60,5864.531531,CPF,16KB
Config_126,1750,34,60,5974.905082,CPF,16KB
Config_126,1750,34,60,6547.414117,CPF,16KB
Config_126,1750,34,60,6432.85887,CPF,16KB
Config_126,1750,34,60,6053.481453,CPF,16KB
Config_126,1750,34,60,6378.280955,CPF,16KB
Config_126,1750,34,60,6242.734213,CPF,16KB
Config_126,1750,34,60,6292.854146,CPF,16KB
Config_126,1750,34,60,6218.430644,CPF,16KB
Config_126,1750,34,60,5978.454161,CPF,16KB
Config_126,1750,34,60,5528.210473,CPF,16KB
Config_126,1750,34,60,6555.7388,CPF,16KB
Config_126,1750,34,60,5659.81715,CPF,16KB
Config_126,1750,34,60,5534.745587,CPF,16KB
Config_126,1750,34,60,5606.021127,CPF,16KB
Config_126,1750,34,60,5913.522822,CPF,16KB
Config_126,1750,34,60,5702.632585,CPF,16KB
Config_126,1750,34,60,6389.865559,CPF,16KB
Config_126,1750,34,60,5851.715566,CPF,16KB
Config_126,1750,34,60,6009.585546,CPF,16KB
Config_126,1750,34,60,5934.371079,CPF,16KB
Config_126,1750,34,60,5946.007313,CPF,16KB
Config_126,1750,34,60,6073.262675,CPF,16KB
Config_126,1750,34,60,5831.960379,CPF,16KB
Config_126,1750,34,60,6249.928162,CPF,16KB
Config_126,1750,34,60,5959.805414,CPF,16KB
Config_126,1750,34,60,6187.646772,CPF,16KB
Config_126,1750,34,60,5571.065464,CPF,16KB
Config_126,1750,34,60,5927.826424,CPF,16KB
Config_126,1750,34,60,6518.705394,CPF,16KB
Config_126,1750,34,60,5961.524433,CPF,16KB
Config_126,1750,34,60,6251.939719,CPF,16KB
Config_126,1750,34,60,6025.14694,CPF,16KB
Config_126,1750,34,60,5933.143496,CPF,16KB
Config_126,1750,34,60,6008.201539,CPF,16KB
Config_126,1750,34,60,5963.833912,CPF,16KB
Config_126,1750,34,60,6147.640019,CPF,16KB
Config_126,1750,34,60,6345.605413,CPF,16KB
Config_126,1750,34,60,6227.74905,CPF,16KB
Config_126,1750,34,60,5814.050755,CPF,16KB
Config_126,1750,34,60,5579.235213,CPF,16KB
Config_126,1750,34,60,6275.326642,CPF,16KB
Config_126,1750,34,60,5411.581229,CPF,16KB
Config_126,1750,34,60,6446.795399,CPF,16KB
Config_126,1750,34,60,5945.809773,CPF,16KB
Config_126,1750,34,60,6285.2194,CPF,16KB
Config_126,1750,34,60,5589.302361,CPF,16KB
Config_126,1750,34,60,6214.762026,CPF,16KB
Config_126,1750,34,60,6049.448424,CPF,16KB
